id,county,category-en,subcategory-en,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website-en,website-es,hours-en,hours-es,transportation-en,transportation-es,translation-en,translation-es,bilingual-en,bilingual-es,documents-en,documents-es,citizenship-en,citizenship-es,cost-en,cost-es,notes-en,notes-es,internal-note-en,notes-internal-en,notes-internal-es,amy-notes-en,amy-notes-es
230,Madison,Financial help; Mental health; Victim support; Health; Housing; Programs for families; Emergency assistance,Emergency financial aid,Community Action Partnership for Madison County,3 East Main St.,,PO Box 249,Morrisville,NY,13408,-75.646165,42.899222,(315) 684-3144,(315) 684-9650,dlorraine@capmadco.org,www.capmadco.org,www.capmadco.org,M-F 9:00 AM-12:00 PM; 1:00 PM-4:00 PM,lunes - viernes 9:00AM-12:00PM; 1:00PM-4:00PM,No,No,Yes,Sí,No,No,Depends on program,Depende del programa,"Required for some housing programs and WIC, but not for children's programs",No es requerida para los programas para niños pero puede ser requerida por algunos programas como WIC y programas de la vivienda,No cost,No hay costo,,,,Anti-poverty agency whose services promote self-sufficiency.,Anti-poverty agency whose services promote self-sufficiency.,,
231,Oneida,Housing,Affordable housing; Housing improvements; Home ownership,USDA Rural Development,9055-4365 River Rd,Room 205,,Marcy,NY,13403,-75.292034,43.151774,"(315) 736-3316, ext. 4",(855) 558-7596,,https://www.rd.usda.gov/ny,https://www.rd.usda.gov/ny,M-F 8:00 AM-4:30 PM,lunes - viernes 8:00AM-4:30PM,No,No,No,No,No,No,"Proof of U.S. citizenship, photo ID, Social Security Card, or passport.",Prueba de ciudadanía de EE.UU.,Caution: Proof of citizenship required,PRECAUCIÓN: Prueba de ciudadanía es requerida,$25 credit report fee,Tarifa de $25 por tramitar su reporte de crédito,,,,"Provides loans to low-income families purchasing their first home in Madison County, except for in the City of Oneida. Provides low-interest loans for repairs as well.","Provides loans to low-income families purchasing their first home in Madison County, except for in the City of Oneida. Provides low-interest loans for repairs as well.",,
232,Madison,Housing,Affordable housing; Utility assistance; Home ownership,Stoneleigh Housing,120 East Center St.,,,Canastota,NY,13032,-75.750401,43.078277,(315) 697-3737,(315) 697-3700,ston@twcny.rr.com,https://www.nyconnects.ny.gov/providers/stoneleigh-housing-inc-sofa-ag-439259,https://www.nyconnects.ny.gov/providers/stoneleigh-housing-inc-sofa-ag-439259,M-F 9:00 AM-4:00 PM,lunes - viernes 9:00AM-4:00PM,No,No,No,No,No,No,Proof of income,Prueba de ingresos,Caution: Proof of citizenship required to participate in programs,PRECAUCIÓN: Prueba de ciudadanía es requerida para participar en sus programas,No cost,No hay costo,,,,"Useful for farm owners. Weatherization, subsidized housing, housing for people with disabilities","Useful for farm owners. Weatherization, subsidized Vivienda, Vivienda for people with disabilities",,
233,Monroe; Niagara; Orleans,Education,ESL,METS (Migrant Education Tutorial and Support Services),350 New Campus Drive,The College at Brockport,,Brockport,NY,14420,-77.952145,43.209968,(585) 395-2356,(585) 395-5731,dspence@brockport.edu,www.brockport.edu/migrant-ed,www.brockport.edu/migrant-ed,M-F 8:00 AM-5:00 PM,lunes - viernes 8:00AM-5:00 PM,No,No,"Yes, Spanish","Sí, español",Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,"This location serves Monroe, Niagara and Orleans counties. May also contact recruiter Kenny Carmona for service in Spanish at (716) 410-5522","Servicios para los condados de Monroe, Niagara y Orleans",,"Services locations in Niagara, Orleans, and Monroe Counties. Advocacy, ESL, and tutoring.","Services locations in Niagara, Orleans, and Monroe Counties. Advocacy, ESL, and tutoring.",,
234,Monroe,Education,ESL,"NYS- Migrant Education Project Technical Assistance Support Center, Opening Doors Diversity Project",350 New Campus Drive,Cooper Hall M-15,,Brockport,NY,14420,-77.952145,43.209968,(585) 395-5342,(585) 395-5371,jverdugo@brockport.edu,www.brockport.edu/migrant-ed,www.brockport.edu/migrant-ed,M-F 8:00 AM-5:00 PM,lunes - viernes 8:00AM-5:00PM,No,No,"Yes, Spanish","Sí, español",Secretary and some of the staff -- are bilingual.,La secretaria y algunos empleados son bilingües,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"Services locations in Niagara, Orleans, and Monroe Counties. Advocacy, ESL, and tutoring.","Services locatinos in Niagara, Orleans, and Monroe Counties. Advocacy, Clases de inglés, and tutoring.",,
235,Monroe,Education,ESL; Adult education,Seymour Library,161 East Avenue,,,Brockport,NY,14420,-77.929499,43.22074,(585) 637-1050,,https://seymourlibraryweb.org/about/?tab=2,https://seymourlibraryweb.org/,https://seymourlibraryweb.org/,M-Th 10:00 AM-8:00 PM; F 10:00 AM-6:00 PM; Sat 10:00 AM-3:00 PM (July and August 10:00 AM-1:00 PM),lunes - jueves 10:00AM-8:00PM; viernes 10:00AM-6:00PM; sábado 10:00AM-3:00PM; (julio y agosto): 10:00AM-1:00PM,No,No,By appointment,Con cita,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
236,Monroe,Legal aid; Labor; Victim support; Leadership training,Legislative advocacy; Educational initiatives; Empowerment; Immigration law; Training; Career advice,The Worker Justice Center,1187 Culver Road,,,Rochester,NY,14609,-77.562654,43.167007,(585) 325-3050,(585) 325-7614,isanchez@wjcny.org,www.wjcny.org,www.wjcny.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,Can travel to clients,Viajan donde este el cliente,Yes,Sí,"Yes, Spanish","Sí, español",None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
238,Monroe,Health; Mental health,General medicine; Women's health; Dental; Health accessibility; Psychological support; Farm visits,Oak Orchard Community Health Center,300 West Ave,,,Brockport,NY,14420,-77.950582,43.221077,(585) 637-3905,(585) 637-4990,,https://www.oakorchardhealth.org/brockport,https://www.oakorchardhealth.org/brockport,M-TH 8:00 AM - 8:00 PM; F 8:00 AM-5:00 PM; Sa 8:00 AM-12:00 PM,lunes - jueves 8:00AM - 8:00PM; viernes 8:00AM-5:00PM; sábado 8:00AM - 12:00PM,No,No,Yes,Sí,Yes,Sí,ID; proof of address,Prueba de identidad; prueba de dirección,Not required,No es requerida,Income dependent,Depende de su ingreso,,,,"Provides primary, pediatric, dental, and vision care, outreach, screening services, referral services, Farm visits to farms for mobile clinics","Provides primary, pediatric, dental, and vision care, outreach, screening services, referral services, Salud",,
239,Monroe,Health; Housing,Farm visits; Health accessibility,Monroe County Health Department,111 Westfall Rd,#854,,Rochester,NY,14620,-77.620498,43.113985,(585) 274-6000,,https://www2.monroecounty.gov/health-inquiry,https://www.monroecounty.gov/department,https://www.monroecounty.gov/department,M-F 9:00 AM-3:00 PM,lunes - viernes 9:00AM - 3:00PM,No,No,No,No,No,No,Caution: Proof of citizenship likely to be required,Precaución: prueba de ciudadanía o estatus legal puede ser requerido,Caution: Proof of citizenship likely to be required,PRECAUCIÓN: Prueba de ciudadanía puede ser requerida por algunos programas,No cost,No hay costo,,,,,,,
240,Monroe; Ontario,Health; Mental health,General medicine; Women's health; Psychological support,Trillium Health,259 Monroe Avenue,,,Rochester,NY,14607,-77.599588,43.149494,(585) 545-7200 or (800) 266-9292,,,www.trilliumhealth.org,www.trilliumhealth.org,M W Th F 8:00 AM-6:00 PM; Tu 8:00 AM-7:00 PM; Sat 8:00 AM-4:00 PM,"lunes, miércoles, jueves, viernes 8:00AM-6:00PM; martes 8:00AM-7:00PM; sábado 8:00AM-4:00PM",No,No,"Yes, Spanish","Sí, español",No,No,ID: proof of address,Prueba de identidad; prueba de dirección,Not required,No es requerida,Depends on services,Varía según los servicios,,,,"Provides bilingual case management, support groups, HIV testing, advocacy, nutrition assistance, housing assistance, recreational programs, some financial assistance, and referrals.","Provides bilingual case management, support groups, HIV testing, advocacy, nutrition assistance, Vivienda assistance, recreational programs, some Ayuda financiera de emergencia, and referrals.",,
241,Monroe,Legal aid,Immigration law; Family law; Other law,Legal aid Society,1 West Main Street,Suite 800,,Rochester,NY,14614,-77.612882,43.155567,(585) 232-4090,(585) 232-2352,,www.lasroc.org,www.lasroc.org,M-Th 8:45 AM-5:00 PM; F 9:00 AM-4:00 PM,lunes - jueves 8:45AM - 5:00PM; viernes 9:00AM - 4:00PM,No,No,"Yes, Spanish","Sí, español",No,No,Proof of address; proof of income,Prueba de identidad; prueba de ingresos,Not required,No es requerida,No cost,No hay costo,,,,"All cases are screened for income, merit, priorities; etc","All cases are screened for income, merit, priorities; etc",,
242,Monroe,Legal aid,Immigration law; Family law; Other law,Empire Justice Center,1 West Main Street,Suite 200,,Rochester,NY,14614,-77.612882,43.155567,(585) 454-4060,(585) 454-2518,https://empirejustice.org/get-help/,www.empirejustice.org,www.empirejustice.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
243,Monroe,Legal aid,Immigration law; Family law; Other law; Labor rights,Volunteer Legal Services Project,1 West Main Street,Suite 500,,Rochester,NY,14614,-77.612882,43.155567,(585) 295-5712,,,https://www.vlsprochester.org/,https://www.vlsprochester.org/,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost if they take your case,No hay costo si aceptan su caso legal,,,,,,,
245,Monroe; Seneca; Wayne; Yates,Health,Women's health,"Finger Lakes Women, Infant, and Children's Program (WIC)/ SPCC",24 Park Place,,,Geneva,NY,14456,-76.985236,42.864762,(585) 394-9240,(585) 394-9285,info@spcc-roch.org,www.spcc-roch.org,www.spcc-roch.org,M-F 8:30 AM-5:00 PM,lunes - viernes 8:30AM-5:00PM,No,No,By appointment,Con cita,No,No,"Children's age, date of birth -- current workplace",Certificado de nacimiento de los niños; Prueba de su trabajo actual,"May require proof of legal status for adults, children eligible for some services",PRECAUCIÓN: Prueba de ciudadanía o estatus legal para trabajar puede ser requerida por algunos programas; Niños son elegibles por algunos programas,No cost,No hay costo,,,,"Provides nutrition education and counseling to eligible families in eastern Monroe, Wayne, Yates, Seneca, and Ontario Counties. Eligible families are given checks to purchase healthy foods. Appointments available throughout the 4+ county area. Must meet income eligibility and reside in NYS.","Provides nutrition education and counseling to eligible families in eastern Monroe, Wayne, Yates, Seneca, and Ontario Counties. Eligible families are given checks to purchase healthy foods. Appointments available throughout the 4+ county area. Must meet income eligibility and reside in NYS.",,
246,Monroe,Education; Programs for families; Leadership training; Housing; Labor,ESL; Citizenship preparation; Adult education; Empowerment; Utility assistance; Educational support; Parenting support; Job search assistance; Career advice,Action for a Better Community,400 West Main Street,,,Rochester,NY,14604,-77.623586,43.153331,(585) 325-9108,,https://www.abcinfo.org/contact/,http://www.abcdny.org/locations,https://www.abcinfo.org/programs/,M-F 7:30 AM-4:00 PM,lunes - viernes 7:30AM-4:00PM,Not at this time,No en este momento,Yes,Sí,Yes,Sí,Contact center for details,Contacte el centro para más detalles,Not required,No es requerida,Free or minimal cost depending on eligibility,Gratis o con costos básicos depende su ingresos,,,,,,,
247,Monroe,Health,Specialty medicine,Breast/Prostrate Cancer Peer Education Project,111 Westfall Road,,,Rochester,NY,14621,-77.620498,43.113985,(585) 274-6000,,https://nfmmc.org/directory/people/,https://nfmmc.org/,https://nfmmc.org/,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
248,Monroe,Health; Labor,General medicine,Finger Lakes Occupational Health Services,2180 South Clinton Ave,Suite D,,Rochester,NY,14618,-77.595863,43.116383,(585) 244-4771,,https://www.urmc.rochester.edu/contact.aspx ,https://www.urmc.rochester.edu/finger-lakes-occupational-health.aspx,https://www.urmc.rochester.edu/finger-lakes-occupational-health.aspx,M-F 8:00 AM-4:30 PM,lunes - viernes 8:00AM-4:30PM,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,Sliding scale,Varía dependiendo de su ingreso,,,,Medical care for workers - accepts workers compensation,Medical care for workers - accepts workers compensation,,
249,Monroe,Emergency assistance; Transportation,Food,Brockport Ecumenical Outreach Committee (BEOC),14 State Street,St. Luke's Episcopal Church,,Brockport,NY,14420,-77.938522,43.214252,(585) 637-8169,,info@brockportfoodshelf.org,https://stlukesbrockport.org/,https://stlukesbrockport.org/,"Th 9:00 AM-12:30 PM and 2:0 0PM-6:00 PM; Tu, Th 7:00 PM-8:030 PM; Sun 3:00 PM-4:30 PM",jueves 9:00AM-12:30PM y 2:00PM-6:00PM; martes y jueves 7:00PM-8:30PM; domingo 3:00PM-4:30PM,Yes,Sí,By appointment,Con cita,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
251,Monroe,Emergency assistance,Food,Life Solutions,1742 Lake Road,,,Hamlin,NY,14464,-77.920482,43.294146,(585) 964-7420,,info@lifesolutionshamlin.org,https://www.lifesolutionshamlin.org/,https://www.lifesolutionshamlin.org/,Call for appointment,Llame para hacer una cita,No,No,By appointment,Con cita,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
252,Orleans; Monroe; Livingston,Religious services; Programs for families,Psychological support; Programs for kids,Hispanic Migrant Ministry,152 Main Street,Catholic Diosis of Rochester,,Albion,NY,14411,-78.193931,43.242666,(585) 328-3210 x 1354 (Father Jesus Flores),,dvalentin@buffalodiocese.org,https://www.buffalodiocese.org/hispanic-migrant-ministry,https://www.buffalodiocese.org/hispanic-migrant-ministry,24/7,Abierto 24 horas todos los días,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"Offer Catholic services in Spanish, baptisms, first communions, marriages, etc.","Offer Catholic services in Spanish, baptisms, first communions, marriages, etc.",,
253,Monroe; Ontario,Legal aid,Immigration law; Family law; Other law,"Legal Assistance of Western New York, Inc.",361 South Main Street,Suite A,,Geneva,NY,14456,-76.984746,42.866446,(315) 781-1465,(585) 325-2559,,www.lawny.org,www.lawny.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00 PM,No,No,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,"No email, must call for legal screening",Tiene que llamar para una entrevista legal,,,,,
