id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,notes-internal,amy-notes
267,,Nassau,Asistencia en casos de emergencia; Referencias a otros servicios,Alimentos; Ropa; Medicina; Refugio de emergencia; Otras necesidades,American Red Cross - Greater New York City,195 Willis Ave,,,"Mineoloa,",NY,11501,-73.639360,40.745754,(516) 747-3500,,,http://www.redcross.org/local/new-york,lunes - viernes 9:00AM-5:00PM,No,Sí,No,No,No requerido,Gratis,,,
268,,New York,Educación,Clases de inglés; Cursos para adultos; Preparación para la ciudadanía,The International Center of Catholic Charities Community Services,80 Maiden Lane,14th Floor,,New York,NY,11038,-74.007476,40.707110,646-794-3745,,https://www.newintlcenter.org/contact-us.html,www.newintlcenter.org,lunes - viernes 9:00AM-7:00PM,No,Sí,Sí,No,No requerido,Gratis,,"Improve communication skills, English language course, transition to American culture",
269,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Otros casos legales",The Consulat General of Mexico,27 E. 39th Street,,,New York,NY,10016,-73.979925,40.750731,(212) 217-6400,,,www.consulmex.sre.gob.mx,lunes - viernes 8:00AM-1:00PM; 3:00PM-7PM,No,Sí,Sí,Depende su caso,No requerido,Varía según los servicios,,Serves Mexican nationals to obtain documents from Mexico or register American born children of Mexican parentage,
270,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Otros casos legales",The Consulate General of El Salvador,46 Park Avenue,,,New York,NY,10016,-73.980427,40.748764,(212) 889-3608,,consuladonyc@rree.gob.sv,www.consuladonuevayork.rree.gob.sv,lunes - viernes 8:00AM-4:00PM,No,Sí,Sí,Depende su caso,No requerido,Varía según los servicios,,Serves El Salvadoran nationals to obtain documents from El Salvador or register American-born children of El Salvadoran parentage,
271,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Otros casos legales",The Consulate General of Guatemala,276 Park Ave South,#2,,New York,NY,10010,-73.987204,40.739358,(844) 805-1011,,https://www.consuladoguatemalanuevayork.org/contaacutectenos.html,www.consuladoguatemalanuevayork.org,lunes - viernes 8:00AM- 3:00PM y el primer sabado de cada mes 8:00AM-12-00PM,No,Sí,Sí,Depende su caso,No requerido,Varía según los servicios,,Serves Guatemalan nationals to obtain documents from Guatemala or register American-born children of Guatemalan parentage,
272,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Otros casos legales",The Consulate General of Nicaragua,802 2nd Avenue,#802,,New York,NY,10017,-73.971751,40.750140,(212) 986-6562,,http://consuladodenicaragua.com/,www.consuladodenicaragua.com,lunes - viernes 8:00AM-1:00PM,No,Sí,Sí,Depende su caso,No requerido,Varía según los servicios,,Serves Honduran nationals to obtain documents from Honduras or register American-born children of Honduran parentage,
273,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Otros casos legales",The Consulate General of Honduras,255 W. 36th Street ,#2,,New York,NY,10018,-73.991565,40.753188,(212) 714-9450,(212) 714-9453,info.consuladodehonduras.ny@gmail.com,,lunes - viernes 8:00AM-4:00PM,No,Sí,Sí,Depende su caso,No requerido,Varía según los servicios,,Serves Nicaraguan nationals to obtain documents from Nicarauga or register American-born children of Nicaragua parentage,
274,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales",Legal Services of New York Central Office ,40 Worth Street,,,New York,NY,10018,-74.006999,40.717313,(917) 661-4500,,,http://www.legalservicesnyc.org/our-program/queens ,lunes - viernes 10:00AM-4:00PM,No,Sí,Sí,Depende su caso,No requerido,Gratis,Tiene que llamar para una entrevista legal,"Legal Assistance Case Types:ë_Access to Educación, Civil Rights & Language Access, Consumer Rights, DisabilityAdvocacy Project, Disaster Recovery, Elder Law, Employment Law & Workers' Rights, Family Law & Domestic Violence, Government Benefits, HIV Advocacy, Vivienda & Tenants' Rights, Foreclosure , Prevention & Homeowner Rights, Inmigración (deportación, ciudadanía y regularización) & Immigrants' Rights, LGBT Advocacy, Taxpayer Assistance, Veterans Justice Project",
275,,New York,Servicios para los ancianos; Referencias a otros servicios; Salud,,New York State Office of the Aging,"2 Lafayette Street, 7th floor",,,New York,NY,10007,-74.003640,40.713978,(212) 639-9675,(212) 442-1095,https://aging.ny.gov/contact-us,www.aging.ny.org,lunes - viernes 9:00AM - 7:00PM,No,Sí,No,No,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,Referals for Servicios para los ancianos,
276,,New York,Asistencia en casos de emergencia; Referencias a otros servicios,Alimentos; Ropa; Medicina; Refugio de emergencia; Otras necesidades,American Red Cross - Greater New York City,520 W 49th Street,,,New York,NY,10019,-73.993789,40.764591,(877) 733-2767,,https://www.redcross.org/cruz-roja/obtener-ayuda.html,http://www.redcross.org/local/new-york,lunes - viernes 9:00AM-5:00PM,No,Sí,No,No,No requerido,Gratis,,,
277,,New York,Salud,Medicina general; Salud de la mujer,Adelphi Breast Cancer Program,1 South Avenue,Social Work Building Room 105,PO Box 701,Garden City,NY,11530,-73.652453,40.722181,(800) 877-8077,,breastcancerhotline@adelphi.edu; amedina@adelphi.edu (para ayuda en espanol),http://breast-cancer.adelphi.edu,lunes - viernes 9:00AM-5:00PM,No,Sí,Sí,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,No requerido,Varía según los servicios,,,
278,,New York,Apoyo para víctimas,Violencia domestica; Servicios para víctimas,Child Protection Services,163 W 125 St ,New York State Office of Children and Family Services #209,,New York,NY,10027,-73.947724,40.809352,(800)342-3720 or (212) 961-4381,,,http://ocfs.ny.gov/main/cps/,24/7,No,Sí,Sí,Prueba de identidad,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,,
279,,New York,Apoyo para víctimas; Programas para familias,Programas para niños; Violencia domestica; Servicios para víctimas,Covenant House,461 8th Avenue,,,New York,NY,10001,-73.993922,40.751882,(800) 388-3888,,info@covenanthouse.org,https://www.covenanthouse.org,24/7,No,Sí,Sí,No,No requerido,Gratis,,Program for runaway teens,
280,,New York,Salud mental,Tratamiento para alcoholismo/drogadicción,New York State Office of Alcoholism and Substance Abuse Info and Referral Hot Line,501 7th Avenue,,,New York,NY,10018,-73.988928,40.753025,(800) 522-5353,,communications@oasas.ny.gov,https://www.oasas.ny.gov/index.cfm,24/7,No,Sí,Sí,No,No requerido,Gratis,,,
281,,New York,Salud,Salud de la mujer; Acceso a cobertura de salud,Planned Parenthood,26 Bleeker Street,,,New York,NY,10012,-73.993541,40.725530,(800) 230-PLAN or (800) 230 7526,,,https://www.plannedparenthood.org/about-us/contact-us,lunes - viernes 9:00AM - 5:00PM,No,Sí,Sí,No,No requerido,Depende los ingresos familiar,,,
282,,New York,Apoyo para víctimas; Salud mental; Referencias a otros servicios,Tratamiento para alcoholismo/drogadicción; Servicios para víctimas,Salvation Army,120 W. 14th Street,,,New York,NY,10011,-73.998326,40.737827,(800) 337-7200,(800) 337-7299,https://newyork.salvationarmy.org/who-we-are/contact/,https://newyork.salvationarmy.org/,lunes - viernes 8:30AM-4:00PM,No,Sí,Sí,No,No requerido,Gratis,,,
283,,New York,Programas para familias,Programas para niños; Apoyo educativo; Apoyo para los padres,Advocates for Children of New York,151 W 30th,5th Floor,,New York,NY,10001,-73.991055,40.747947,(866) 427-6033,(212) 947-9790,info@advocatesforchildren.org,www.advocatesforchildren.org,lunes - viernes 10:00AM-4:00PM,Depende del programa,Sí,Sí,No,No requerido,Varía según los servicios,,"Advocates for children in foster care, children of immigrants, and all children at risk of not succeeding in school",
284,  ,New York,Educación; Programas para familias,Cursos para adultos; Programas para niños; Apoyo para los padres,Cornell Cooperative Extension NYC,40 East 34th St.,6th Floor Suite 606,,New York,NY,10016,-73.982689,40.747494,(212) 340-2990,(212) 340-2908,nyc@cce.cornell.edu,nyc.cce.cornell.edu,lunes - viernes 9:00AM-5:00PM,No,No,"Sí, español y chino",No,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,,
285,,New York,Programas para familias; Trabajo,Programas para niños; Capacitación profesional,Department of Youth and Community Development,156 William St.,6th Floor,,New York,NY,10038,-74.005978,40.709920,(800) 246-4646; (646) 343-6800,(212) 442-5998,https://www1.nyc.gov/site/dycd/connected/email-youth-connect.page,www.nyc.gov/dycd,lunes - viernes 9:00AM-5:00PM,Depende del programa,Sí,Sí,Depende del programa,No requerido,Varía según los servicios,,"Serving Bronx, Queens, Kings, New York and Richmond Counties.",
286,,New York,Educación; Asistencia en casos de emergencia; Vivienda; Programas para familias; Asistencia legal; Salud mental; Referencias a otros servicios,"Capacitación profesional; Apoyo para los padres; Inmigración (deportación, ciudadanía y regularización); Apoyo psicológico",The Door,555 Broome St,,,New York,NY,10013,-74.004877,40.724196,(212) 941-9090 *ext,(212) 941-0714,hmulero@door.org,www.door.org,lunes - viernes 2:00PM-8:00PM (miercoles -10:00PM) sabado 12:00PM-6:00PM,No,Sí,No,No,No requerido,Gratis,,"Free membership for those between ages 12-24 includes Saludcare Educación, counselling, tutoring, legal assistance, GED classes, college prep, career development, job training, Vivienda, recreational activities, arts, nutritious meals",
287,,New York,Vivienda; Servicios para los ancianos,Vivienda accesible,Eviction Intervention Services,80 Maiden Lane,11th Floor,,New York,NY,10021,-74.007476,40.707110,(212) 308-2210,(212) 888-7140,evictioninterventionservices@gmail.com,http://eisny.org/,lunes - viernes 10:00AM-5:00PM,No,Sí,No,Prueva de identidad,No requerido,Gratis,,"Elder advocacy, Educaciónal outreach, Vivienda advocacy, legal clinics, Space Organizaiton Resource Tools",
288,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización)",American Immigration Lawyers Association Pro Bono Program,122 East 42nd St,,,New York,NY,10016,-73.976465,40.751449,"(202) 507-7600 (only have phone number for Washington, DC office)",(212) 687-8158,probono@aila.org,www.aila.org/practice/pro-bono,lunes - viernes 8:00AM-7:00PM,No,No,Sí,No,No requerido,Gratis,,"Case Types: Inmigración (deportación, ciudadanía y regularización) Case Restrictions ",
289,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización)",Human Rights First,75 Broad St,31st Floor,,New York,NY,10004,-74.011427,40.704641,(212) 845-5200,(212) 845-5299,info@humanrightsfirst.org,humanrightsfirst.org,Visitas sin cita: jueves 12:30PM-3:30,No,Sí,Sí,No,No requerido,Gratis,,Case Types: Asylum (must apply within ONE YEAR of entering U.S.),
290,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales","New York Legal Assistance Group, Inc.",7 Hanover Square (Entrance on Water Street),18th Floor,,New York,NY,10004,-74.009336,40.704273,(212) 613-5000,(212) 750-0820,info@nylag.org,nylag.org,lunes - viernes 9:00AM-3:00PM,No,Sí,Sí,Prueba de identidad,No requerido,Gratis,,"Case Types: AIDS/HIV, Adoption, Custody, Dissolution of Marriage, Domestic Violence, Educación, Elder Law, Inmigración (deportación, ciudadanía y regularización), Public Benefits.",
291,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales",New York City Bar Legal Referral Service,42 W. 44th Street,,,New York,NY,10036,-73.982106,40.755596,(212) 626-7373 (English) (212) 626-7374 (español),(212) 354-7438,lrs@nycbar.org,http://www.nycbar.org/get-legal-help/,lunes - viernes 8:30AM-5:30PM,No,Sí,Sí,No,No requerido,Consulta por telefono para hacer una referencía gratis. Primera consulta $35 o gratis depende el caso y puede durar hasta treinta minutos.,,"Case Types: Domestic Violence, Elder Law, Employment, Vivienda, Inmigración (deportación, ciudadanía y regularización), Public Benefits, Cancer related insurance disputes, Medical malpractice, etc.",
292,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales","The Legal aid Society Volunteer Division, Community Law Offices",230 E 106th St,,,New York,NY,10029,-73.943599,40.790955,(212) 577-3300,(212) 876-5365,,http://www.legal-aid.org,lunes - viernes 9:00AM-5:00PM,No,Sí,Sí,Prueba de identidad,No requerido,Gratis,Tiene que llamar para una entrevista legal,"Case Types: Vivienda, benefits, disability, Violencia domestica, Salud, employment, Inmigración (deportación, ciudadanía y regularización), etc.",
293,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales",United States Court of Appeals for the Second Circuit Pro Bono Panel,40 Centre St,,,New York,NY,10007,-74.002680,40.713886,(212) 857-8800,(212) 857-8899,john_perrie@ca2.uscourts.gov,www.ca2.uscourts.gov,lunes - viernes 9:00AM-5:00PM,No,No,No,No,No requerido,Gratis,,"Case Restrictions:ë_Once the court grants a motion for appointment of counsel in a pending appeal, attorneys on the Pro Bono Panel are requested to accept appointment.",
294,,New York,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales",Urban Justice Center,123 William St.,16th Floor,,New York,NY,10038,-74.006889,40.709225,(646) 602-5600,(212) 533-4598,https://www.urbanjustice.org/get-help/,www.urbanjustice.org,lunes - viernes 9:00AM-5:00PM,Dan tarjetas para transporte publico,Sí,Sí,Depende del programa,No requerido,Gratis,,"Case Types:ë_AIDS/HIV, Domestic Violence, Salud, Vivienda, Individual Rights, Juvenile, Public Benefits, Homeless, Salud mental, Sexual Orientation, Substance Users.",
295,,New York,Trabajo,Conseguir trabajo,Upper Manhattan Workforce1 Career Center,215 West 125th St.,6th Floor,,New York,NY,10027,-73.949114,40.809530,(917) 493-7054,,info@edsisolutions.com,www.nyc.gov,lunes - viernes 8:30AM-5:00PM,No,Sí,Sí,Prueba de identidad,"No requerido para aceso al servicios, pero puede ser requerido por empleadores",Gratis,,,
296,,Niagara,Programas para familias,Centros para el cuidado de niños,ABCD (Agri-Business Child Development) at Newfane,3820 Lockport-Olcott Road,,,Lockport,NY,14094,-78.680909,43.228207,(716) 439-4524,(716) 439-4568,janet.chavez_bautista@abcdmail.org,http://www.abcdny.org/locations,lunes - viernes 7:30AM-4:00PM,Sí,Sí,Sí,Prueba de ingresos del año pasado; Cerificado de nacimiento del niño; Tarjeta de cobertura de salud si tiene ,No requerido,Gratis,,Daycare for children aged 6 weeks to compulsory school age of migrant/seasonal farm workers,
297,,Niagara,Educación,Clases de inglés,Literacy New York -- Buffalo-Niagara Office,1522 Main Street,,,Niagara Falls,NY,14305,-79.052740,43.103333,(716) 296-0916,(716) 285-0831,info@literacybuffalo.org,http://www.literacybuffalo.org/,lunes - viernes 9:00AM-4:30PM,"No, pero se puede llegar en transporte publico",No,Sí,No,No requerido,Gratis,,"One-on-one literacy tutoring for adults aged 18+, Clases de inglés.",
298,,Monroe,Educación,Clases de inglés,METS (Migrant Education Tutorial and Support Services),350 New Campus Drive,The College at Brockport,,Brockport,NY,14420,-77.952145,43.209968,(585) 395-2356,(585) 395-5731,dspence@brockport.edu,www.brockport.edu/migrant-ed,lunes - viernes 8:00AM-5:00PM,No,Sí,Sí,No,No requerido,Gratis,"Servicios para los condados de Monroe, Niagara y Orleans","Services locations in Niagara, Orleans, and Monroe Counties. Advocacy, ESL, and tutoring.",
298,,Niagara,Educación,Clases de inglés,METS (Migrant Education Tutorial and Support Services),350 New Campus Drive,The College at Brockport,,Brockport,NY,14420,-77.952145,43.209968,(585) 395-2356,(585) 395-5731,dspence@brockport.edu,www.brockport.edu/migrant-ed,lunes -viernes 8:00AM-5:00 PM,No,Sí,Sí,No,No requerido,Gratis,"Servicios para los condados de Monroe, Niagara and Orleans counties. Para servicios en espanol contacta a Kenny Carmona (716) 410-5522","Services locations in Niagara, Orleans, and Monroe Counties. Advocacy, ESL, and tutoring.",
299,,Niagara,Educación,Clases de inglés; Cursos para adultos,Lockport Public Library,23 East Avenue,,,Lockport,NY,14094,-78.687754,43.171684,(716) 433-5935,,,https://lockportlibrary.org/,lunes-jueves 9:00AM-8:00PM; viernes 9:00AM-5:00PM; Sabado 10:00AM-5:00PM ,No,Se puede pedir,No,No,No requerido,Gratis,,,
