id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,amy-notes
226,,Madison,Programs for families,Programs for kids;  Educational support; Parenting support; Housing improvements; Food; Career advice,Head Start (partly run through Cornell Cooperative Extension),100 Eaton St,,PO Box 1209,Morrisville,NY,13408,-75.645261,42.893156,(315) 697-9833,(315) 684-9004,madison@cornell.edu,www.madisoncountycce.org,M-F 8:30 AM-12:30PM (Don't operate during the summer),Yes (Contact person: Lorna Simchik),Yes (They hire through county) --  if they need),No,Yes,Not required,No cost,Provides preschool for low income children. Also provides referrals and resources for families. Also call 315-363-1859 or 315-697-9833 for more information.,
227,,Madison,Education; Labor,ESL; job search assistance; Career advice,Madison-Oneida BOCES,508 2nd St.,,,Utica,NY,13501,-73.977908,40.670937,(315) 738-7310,(315) 738-7218,rraux@bocescce.org,www.bcce.moric.org,M-F 8:00AM-4:30PM,No,No,No,Proof of address,"Not required for ESL classes, but proof of citizenship required for some programs",No cost,"ESL classes held at the Utica Access Site, intake interview held before attending classes. For daytime classes, call for an intake appointment. Evening Classes also need appointment.",
228,,Madison,Emergency Assistance,Food; Clothing; Other needs,Caz Cares - Cazenovia Library,101 Nelson Street,,,Cazenovia,NY,13035,-75.839916,42.926342,(315) 655-3174,,bkennedy@mid-york.org,www.cazcares.org,M Tu Th 9:30 AM-12:00 PM; Th 4:00 PM-6:00 PM,No,Yes,No,No,Not required,No cost,"Free child care two mornings a week at the Cazenovia library. Many farmworkers use this time to take ESL classes. Also provide emergency food, clothing, etc.",
229,,Madison,Education,ESL; Adult education,Madison County Reads Ahead,1081 North Side Shopping Center,,,Oneida,NY,13421,-75.661292,43.102978,(315) 345-1468,,ttruett@midyork.org,http://literacycoalitionmadisoncountyny.org/adult-education/,Tu W Th 8:00AM-6:00 PM,No,No,No,No,Not required,No cost,Provides ESL and job-counseling to Madison County residents in the Oneida Public Library_Ñés Literacy Classroom or in other area libraries. Focus on speaking abilities,
230,,Madison,Financial help; Mental Health; Victim support; Health; Housing; Programs for families; Emergency assistance,Adult education; Personal finances; Emergency financial aid; Health accessibility; Psychological support; victim services; Utility assistance; Housing improvements; Job search assistance; Food; Medicine; Clothing; Other needs; Programs for kids,Community Action Partnership for Madison County,3 East Main St.,,P.O. Box 249,Morrisville,NY,13408,-75.646165,42.899222,(315) 684-3144,(315) 684-9650,dlorraine@capmadco.org,www.capmadco.org,M-F 9:00AM-12:00 PM; 1:00 PM-4:00 PM,No,Yes,No,Depends on program,"Required for some housing programs and WIC, but not for children's programs",No cost,Anti-poverty agency whose services promote self-sufficiency.,
231,,Madison,Housing,Affordable housing; Housing improvements; Homeownership,USDA Rural Development,9025 State Route 49,Room 205,,Marcy,NY,13403,-75.289644,43.143973,"(315) 736-3316, ext. 4",(315) 558-7596,contact page on website,https://www.rd.usda.gov/ny,M-F 8:00AM-4:30PM,No,No,No,"Yes: Proof of U.S. citizenship, photo ID, Social Security Card, or passport.",Caution: proof of citizenship required,$25 credit report fee,"Provides loans to low-income families purchasing their first home in Madison County, except for in the City of Oneida. Provides low-interest loans for repairs as well.",
232,,Madison,Housing,Affordable housing; Utility assistance; Homeownership,Stoneleigh Housing,120 East Center St.,,,Canastota,NY,13032,-75.750401,43.078277,(315) 697-3737,(315) 697-3700,ston@twcny.rr.com,https://www.nyconnects.ny.gov/providers/stoneleigh-housing-inc-sofa-ag-439259,M-F 9:00AM-4:00 PM,No,No,No,Yes because it is income based,Caution: proof of citizenship required to participate in programs,No cost,"Useful for farm owners. Weatherization, subsidized housing, housing for people with disabilities",
233,,Monroe,Education,ESL,METS (Migrant Education Tutorial and Support Services),350 New Campus Drive,The College at Brockport,,Brockport,NY,14420,-77.952145,43.209968,(716) 410-5522,(585) 395-5731,kcarmona.edurecruiter@gmail.com,www.brockport.edu/migrant-ed,M-F 8:00AM-5:00 PM,No,"Yes, Spanish",Yes,No,Not required,No cost,"Services locations in Niagara, Orleans, and Monroe Counties. Advocacy, ESL, and tutoring.",
234,,Monroe,Education,ESL,"NYS- Migrant Education Project Technical Assistance Support Center, Opening Doors Diversity Project",350 New Campus Drive,Cooper Hall M-15,,Brockport,NY,14420,-77.952145,43.209968,(585) 395-5342,(585) 395-5371,jverdugo@brockport.edu,www.brockport.edu/migrant-ed,M-F 8:00AM-5:00 PM,No,"Yes, Spanish",Secretary and some of the staff --  are bilingual.,No,Not required,No cost,"Services locations in Niagara, Orleans, and Monroe Counties. Advocacy, ESL, and tutoring.",
235,,Monroe,Education,ESL; Adult education,Seymour Library,161 East Avenue,,,Brockport,NY,14420,-77.929499,43.220740,(585) 637-1050,,contact page on website,https://seymourlibraryweb.org/,M-Th 10:00AM-8:00PM; F 10:00AM-6:00PM; Sat 10:00AM-3:00PM (July and August 10:00AM-1:00PM),No,By appointment,No,No,Not required,No cost,,
236,,Monroe,Legal aid; Labor; Victim support; Leadership training,Legal advocacy; Educational initiatives; Empowerment; Immigration law; Training; Career Advice,The Worker Justice Center,1187 Culver Road,,,Rochester,NY,14609,-77.562654,43.167007,(585) 325-3050,(585) 325-7614,isanchez@wjcny.org,www.wjcny.org,M-F 9:00AM-5:00 PM,Can travel to clients,Yes,"Yes, Spanish",No,Not required,No cost,,
237,,Monroe,Health,Specialty medicine,The Advocacy Center,1650 South Avenue,#200,,Rochester,NY,14620,-77.613569,43.123100,(585) 546-1700,(585) 224-7100,contact page on website,www.starbridgeinc.com,M-F 8:00AM-5:00 PM,No,Yes,"Yes, Spanish over the phone  --  # in notes section","Children's age, date of birth --  current workplace",Not required,No cost,"Serving families and individuals with developmental disabilities. Spanish Phone: 585-797-0032, TDD Phone: 585-423-8120.",
238,,Monroe,Health; Mental health,General medicine: Women's health; Dental; Health Accessibility; Psychological support: Farm visits,Oak Orchard Community Health Center,300 West Ave,,,Brockport,NY,14420,-77.950582,43.221077,(585) 637-3905,(585) 637-4990,contact page on website,http://www.oakorchardhealth.org/oak-orchard-health-brockport-ny-office/,M-TH 8:00AM - 8:00 PM; F 8:00AM-5:00 PM; Sa 8:00AM-12:00 PM,No,Yes,Yes,ID: proof of address,Not required,Income dependent,"Provides primary, pediatric, dental, and vision care, outreach, screening services, referral services, farm visits to farms for mobile clinics",
239,,Monroe,Health; Housing,Farm Visits; Health Accessibility,Monroe County Health Department,111 Westfall Rd,#854,,Rochester,NY,14620,-77.620498,43.113985,(585) 274-6000,,contact page on website,www2.monroecounty.gov/health-index.php,M-F 9:00AM-3:00 PM,No,No,No,CAUTION: Proof of citizenship likely to be required,CAUTION: Proof of citizenship likely to be required,,,
240,,Monroe,Health; Mental health,General medicine; Women's health; Psychological support,Tillium Health,259 Monroe Avenue,,,Rochester,NY,14607,-77.599588,43.149494,(585) 545-7200 or (800) 266-9292,,contact page on website,www.trilliumhealth.org,M W Th F 8:00AM-6:00 PM; Tu 8:00AM-7:00 PM; Sat 8:00AM-4:00 PM,No,"Yes, Spanish",No,ID: proof of address,Not required,Depends on services,"Provides bilingual case management, support groups, HIV testing, advocacy, nutrition assistance, housing assistance, recreational programs, some financial assistance, and referrals.",
241,,Monroe,Legal aid,Immigration law; Family law; Other law,Legal Aid Society,1 West Main Street,Suite 800,,Rochester,NY,14614,-77.612882,43.155567,(585) 232-4090,(585) 232-2352,please call,www.lasroc.org,M-Th 8:45AM-5:00 PM; F 9:00AM-4:00 PM,No,"Yes, Spanish",No,Proof of address; proof of income,Not required,No cost,"All cases are screened for income, merit, priorities; etc",
242,,Monroe,Legal aid,Immigration law; Family law; Other law; Labor disputes,Empire Justice Center,1 West Main Street,Suite 200,,Rochester,NY,14614,-77.612882,43.155567,(585) 454-4060,(585) 454-2518,please call,www.empirejustice.org,M-F 9:00AM-5:00 PM,No,Yes,Yes,No,Not required,No cost,,
243,,Monroe,Legal aid,Immigration law; Family law; Other law; Labor disputes,Volunteer Legal Services Project,1 West Main Street,Suite 500,,Rochester,NY,14614,-77.612882,43.155567,(585) 295-5712,,please call,https://www.vlsprochester.org/,M-F 9:00AM-5:00 PM,No,Yes,No,No,Not required,No cost if they take your case,,
244,,Monroe,Health,Specialty medicine,Starbridge,1650 South Ave,,,Rochester,NY,14620,-77.613569,43.123100,(585) 546-1700,,contact page on website,https://www.starbridgeinc.org/,Please call for appointment,No,Yes,Yes,No,Not required,Sliding scale,,
245,,Monroe,Health,Women's health,"Finger Lakes Women, Infant, and Children's Program (WIC)/ SPCC",24 Park Place,,,Geneva,NY,14456,-76.985236,42.864762,(585) 394-9240,(585) 394-9285,contact page on website,www.spcc-roch.org,M-F 8:30 AM-5:00 PM,No,By appointment,No,"Children's age, date of birth --  current workplace",Caution: requires proof of ability to work legally,No cost,"Provides nutrition education and counseling to eligible families in eastern Monroe, Wayne, Yates, Seneca, and Ontario Counties. Eligible families are given checks to purchase healthy foods. Appointments available throughout the 4+ county area. Must meet income eligibility and reside in NYS.",
246,,Monroe,Education; Programs for families; Leadership training; Housing; Labor,ESL; Citizenship preparation; Classes for adults; Empowerment; Utility assistance; Education assistance; Parenting support; Job search assistance; Career education,Action for a Better Community,400 West Main Street,,,Rochester,NY,14604,-77.623586,43.153331,(585) 325-9108,,contact page on website,https://www.abcinfo.org/programs/,M-F 9:00AM-4:00PM,No,By appointment,Yes,No,Not required,Depends on the program,,
247,,Monroe,Health,Specialty medicine,Breast/Prostrate Cancer Peer Education Project,111 Westfall Road,,,Rochester,NY,14621,-77.620498,43.113985,(585) 274-6000,,contact page on website,https://nfmmc.org/,M-F 9:00AM-5:00PM,No,Yes,No,No,Not required,No cost,,
248,,Monroe,Health; Labor,General medicine,Finger Lakes Occupational Health Services,2180 South Clinton Ave,Suite D,,Rochester,NY,14618,-77.595863,43.116383,(585) 244-4771,,contact page on website,https://www.urmc.rochester.edu/finger-lakes-occupational-health.aspx,M-F 8:00AM-4:30PM,No,Yes,Yes,No,Not required,Sliding scale,Medical care for workers - accepts workers compensation,
249,,Monroe,Emergency assistance,Food,Brockport Ecumenical Outreach Committee (BEOC),14 State Street,St.  Luke's Episcopal Church,,Brockport,NY,14420,-77.938522,43.214252,(585) 637-8169,,contact page on website,https://stlukesbrockport.org/,"Th 9:00AM-12:30 PM; and 2:00PM-6:00PM; Tu, Th 7:00PM-8:030PM; Sun 3:00PM-4:30PM",Yes,By appointment,No,No,Not required,No cost,,
250,,Monroe,Transportation only,,Brockport Ecumenical Outreach Committee (BEOC),14 State Street,St.  Luke's Episcopal Church,,Brockport,NY,14420,-77.938522,43.214252,(585) 975-9738 (Enlgish-Bill); (585) 720-1311 (Spanish-Timo),,contact page on website,https://stlukesbrockport.org/,M-F 9:00AM1:00PM,Yes,By appointment,No,No,Not required,No cost,,
251,,Monroe,Emergency assistance,Food,Life Solutions,1742 Lake Road,,,Hamlin,NY,14464,-77.920482,43.294146,(585) 964-7420,,contact page on website,https://www.lifesolutionshamlin.org/,Call for appointment,No,By appointment,No,No,Not required,No cost,,
252,,Monroe,Mental health; Programs for families,Psychological support; Programs for kids,Hispanic Migrant Ministry,152 Main Street,Catholic Diosis of Rochester,,Albion,NY,14411,-78.193931,43.242666,(585) 328-3210 x 1354 (Father Jesus Flores),,contact page on website,https://www.buffalodiocese.org/hispanic-migrant-ministry,24/7,No,Yes,Yes,No,Not required,No cost,"Offer Catholic services in Spanish, baptisms, first communions, marriages, etc.",
253,,Monroe,Legal aid,Immigration law; Family law; Other law,"Legal Assistance of Western New York, Inc.",361 South Main Street,Suite A,,Geneva,NY,14614,-76.984746,42.866446,(315) 781-1465,(585) 325-2559,please call,www.lawny.org,M-F 9:00am-5:00 PM,No,Yes,No,No,Not required,No cost,,
254,,Montgomery,Education,ESL; Adult education,"Literacy Volunteers of Rochester, Inc.",1600 South Ave,Suite 100,,Rochester,NY,14620,-77.614724,43.123464,(585) 473-3030,,office@literacyrochester.org,https://literacyrochester.org/,M-F 9:00AM-3:30PM,No,No,No,No,Not required,No cost,"Tutors work with students individually. Services are confidential. Focus on reading, math and ESL",
255,,Montgomery,Education; Labor; Leadership training; Programs for families,Adult education; Career education; Programs for kids; Training; Career advice,Cornell Cooperative Extension Fulton and Montgomery Counties,20 Park Street,Room 202,,Fonda,NY,12068,-74.373043,42.952697,(518) 853-2135,(518) 853-2129,fultonmontgomery@cornell.edu,www.ccefm.com,M-Th 8:30 AM-4:30PM,No,By appointment,No,No,Depends on program,Depends on program,,
256,,Montgomery,Legal aid,Immigration law; Family law; Other law,"Legal Aid Society of Northeastern New York, Inc.",6 Market Street,,,Amsterdam,NY,12010,-74.193739,42.937538,(518) 842-9466; (800) 821-8347,(518) 843-1792,contact page on website,www.lasnny.org,M-F 9:00AM-12:00 PM and 1:00 PM-5:00 PM,No,Yes,No,Proof of county residency,Caution: proof of legal status required,No cost,Free civil legal services for low-income people.,
257,,Montgomery,Education,ESL; Adult education,"Literacy New York, Fulton, Montgomery, Schoharie County",73 N Main St,Suite 101,PO Box 852,Gloversville,NY,12078,-74.344529,43.052462,(518) 725-1440; (518) 227-3786,,lnyfms2@gmail.com,www.lvasc.org,M-Th 9:00AM-3:30PM,No,No,No,No,Not required,No cost,Tutors work with students individually. Services are confidential.,
258,,Montgomery,Labor,Job search assistance; Training; Career advice,Fulton Montgomery Schoharie (FMS) Workforce Solutions,1 Front Street,2620 Riverfront Center,,Amsterdam,NY,12010,-74.189694,42.934032,(518) 842-3676,(518) 842-9823,contact page on website,www.fmsworkforcesolutions.org,M-F 8:30 AM-4:30PM,On bus line,Yes,Yes,Proof of address,"Not required to access office services, but may be required by employers that they network with",No cost,Connects the workforce with employers.,
259,,Nassau,Education,ESL; Adult education; Citizenship preparation,Literacy Nassau,1 Ivy Lane,,,Wantagh,NY,11793,-73.506281,40.690822,(516) 867-3580,(516) 867-3584,mail@literacynassau.org,www.LiteracyNassau.org,F 9:00AM-5:00 PM; M-Th 9:00AM - 8:00 PM; Sat 9:00AM - 12:00 PM,No,No,"Yes, Spanish",No,Not required,No cost,,
